ID,Start,Completion,Email,Name,First Name,Last Name,RPE,Duration,Sleep,Fatigue,Stress,Soreness,Mood,Diet,Injuries,Full Name,Sport,Year,,,
,,04/23/22,,,n,27,10,60,3,2,2,2,2,5,,n 27,Swimming,Junior,,,
,,04/23/22,,,nn,28,11,105,9,2,2,2,2,4,,nn 28,Cross Country,Sophmore,,,
,,04/23/22,,,o,29,11,45,9,1,0,4,1,2,,o 29,Volleyball,Freshman,,,
,,04/23/22,,,oo,30,10,105,9,2,5,1,1,3,,oo 30,Track & Field,Sophmore,,,
,,04/23/22,,,p,31,14,150,3,5,1,0,2,5,,p 31,Volleyball,Senior,,,
,,04/23/22,,,pp,32,12,150,9,3,4,2,1,4,,pp 32,Table Tennis,Freshman,,,
,,04/23/22,,,q,33,9,135,4,0,5,0,2,4,,q 33,Rugby,Junior,,,
,,04/23/22,,,qq,34,6,105,9,3,0,4,4,5,,qq 34,Baseball,Sophmore,,,
,,04/23/22,,,r,35,19,135,9,1,0,3,2,2,,r 35,Badminton,Junior,,,
,,04/23/22,,,rr,36,8,60,3,2,1,0,1,5,,rr 36,Cross Country,Freshman,,,
,,04/23/22,,,s,37,6,45,6,1,2,5,4,3,,s 37,Table Tennis,Junior,,,
,,04/23/22,,,ss,38,10,165,9,1,3,4,2,5,,ss 38,Cross Country,Junior,,,
,,04/23/22,,,t,39,20,165,9,5,0,5,3,5,,t 39,Swimming,Senior,,,
,,04/23/22,,,tt,40,6,120,8,4,2,2,5,2,,tt 40,Volleyball,Sophmore,,,
,,04/23/22,,,u,41,17,30,7,3,0,5,3,2,,u 41,Track & Field,Sophmore,,,
,,04/23/22,,,uu,42,10,60,7,2,1,3,2,4,,uu 42,Tennis,Senior,,,
,,04/23/22,,,v,43,18,180,4,1,2,5,4,2,,v 43,Basketball,Junior,,,
,,04/23/22,,,vv,44,7,120,8,0,1,1,4,4,,vv 44,Table Tennis,Senior,,,
,,04/23/22,,,w,45,13,45,8,1,4,2,3,5,,w 45,Softball,Senior,,,
,,04/23/22,,,ww,46,20,180,8,1,4,4,2,3,,ww 46,Softball,Sophmore,,,
,,04/23/22,,,x,47,9,135,6,1,0,1,2,5,,x 47,Tennis,Senior,,,
,,04/23/22,,,xx,48,19,45,6,5,1,0,3,4,,xx 48,Rugby,Sophmore,,,
,,04/23/22,,,y,49,7.5,105,5,5,4,5,5,3,,y 49,Rugby,Junior,,,
,,04/23/22,,,yy,50,17,90,7,2,3,5,4,5,,yy 50,Rugby,Sophmore,,,
,,04/24/22,,,a,1,17,75,9,4,2,5,3,5,,a 1,Baseball,Freshman,,,
,,04/24/22,,,aa,2,20,135,8,1,5,2,2,3,,aa 2,Table Tennis,Freshman,,,
,,04/24/22,,,b,3,14,105,10,5,2,4,4,1,,b 3,Basketball,Junior,,,
,,04/24/22,,,bb,4,17,120,3,3,4,2,5,1,,bb 4,Basketball,Freshman,,,
,,04/24/22,,,c,5,7.5,135,4,2,1,3,5,1,,c 5,Table Tennis,Junior,,,
,,04/24/22,,,cc,6,9,150,4,4,1,1,2,4,,cc 6,Volleyball,Senior,,,
,,04/24/22,,,d,7,16,165,9,2,1,5,1,4,,d 7,Softball,Sophmore,,,
,,04/24/22,,,dd,8,11,120,5,5,1,5,2,4,,dd 8,Badminton,Senior,,,
,,04/24/22,,,e,9,11,120,5,3,3,3,1,2,,e 9,Softball,Freshman,,,
,,04/24/22,,,ee,10,6,165,6,4,0,4,2,2,,ee 10,Softball,Freshman,,,
,,04/24/22,,,f,11,7,150,4,3,2,3,3,2,,f 11,Baseball,Sophmore,,,
,,04/24/22,,,ff,12,16,150,4,3,4,1,4,2,,ff 12,Track & Field,Senior,,,
,,04/24/22,,,g,13,7,45,7,0,4,2,4,1,,g 13,Baseball,Junior,,,
,,04/24/22,,,gg,14,10,135,6,0,3,1,4,3,,gg 14,Tennis,Junior,,,
,,04/24/22,,,h,15,14,75,4,2,3,3,4,5,,h 15,Basketball,Sophmore,,,
,,04/24/22,,,hh,16,7,105,4,5,2,4,1,3,,hh 16,Badminton,Freshman,,,
,,04/24/22,,,i,17,15,165,10,4,2,3,4,5,,i 17,Baseball,Sophmore,,,
,,04/24/22,,,ii,18,11,120,6,5,4,5,4,4,,ii 18,Rugby,Junior,,,
,,04/24/22,,,j,19,7,30,10,0,3,1,2,5,,j 19,Baseball,Freshman,,,
,,04/24/22,,,jj,20,14,120,3,0,4,5,4,5,,jj 20,Cross Country,Freshman,,,
,,04/24/22,,,k,21,16,135,3,3,0,4,1,3,,k 21,Baseball,Junior,,,
,,04/24/22,,,kk,22,7,120,3,4,0,1,3,5,,kk 22,Volleyball,Freshman,,,
,,04/24/22,,,l,23,6,120,4,3,4,3,1,4,,l 23,Tennis,Junior,,,
,,04/24/22,,,ll,24,15,75,6,3,4,0,4,3,,ll 24,Volleyball,Junior,,,
,,04/24/22,,,m,25,7,105,10,5,1,2,2,4,,m 25,Soccer,Freshman,,,
,,04/24/22,,,mm,26,15,45,4,5,0,3,1,5,,mm 26,Table Tennis,Freshman,,,
,,04/24/22,,,n,27,13,45,3,2,3,1,4,3,,n 27,Swimming,Junior,,,
,,04/24/22,,,nn,28,20,45,6,0,5,4,2,2,,nn 28,Cross Country,Sophmore,,,
,,04/24/22,,,o,29,8,120,4,3,3,0,1,1,,o 29,Volleyball,Freshman,,,
,,04/24/22,,,oo,30,11,75,4,3,2,4,1,1,,oo 30,Track & Field,Sophmore,,,
,,04/24/22,,,p,31,13,75,10,5,0,1,1,5,,p 31,Volleyball,Senior,,,
,,04/24/22,,,pp,32,16,75,6,2,2,3,5,5,,pp 32,Table Tennis,Freshman,,,
,,04/24/22,,,q,33,13,45,4,4,2,2,5,3,,q 33,Rugby,Junior,,,
,,04/24/22,,,qq,34,14,105,9,5,4,0,5,5,,qq 34,Baseball,Sophmore,,,
,,04/24/22,,,r,35,20,30,9,0,3,4,1,3,,r 35,Badminton,Junior,,,
,,04/24/22,,,rr,36,7,75,8,2,0,3,1,1,,rr 36,Cross Country,Freshman,,,
,,04/24/22,,,s,37,16,105,9,5,5,1,3,2,,s 37,Table Tennis,Junior,,,
,,04/24/22,,,ss,38,18,105,6,5,0,1,1,4,,ss 38,Cross Country,Junior,,,
,,04/24/22,,,t,39,9,165,5,1,1,1,2,1,,t 39,Swimming,Senior,,,
,,04/24/22,,,tt,40,19,180,3,4,1,5,1,4,,tt 40,Volleyball,Sophmore,,,
,,04/24/22,,,u,41,18,165,4,1,5,5,1,1,,u 41,Track & Field,Sophmore,,,
,,04/24/22,,,uu,42,13,60,9,4,0,4,2,1,,uu 42,Tennis,Senior,,,
,,04/24/22,,,v,43,12,120,4,3,3,2,1,2,,v 43,Basketball,Junior,,,
,,04/24/22,,,vv,44,13,75,6,3,0,4,1,3,,vv 44,Table Tennis,Senior,,,
,,04/24/22,,,w,45,9,135,8,2,5,1,4,5,,w 45,Softball,Senior,,,
,,04/24/22,,,ww,46,9,90,4,5,4,4,1,5,,ww 46,Softball,Sophmore,,,
,,04/24/22,,,x,47,12,60,10,5,4,4,5,3,,x 47,Tennis,Senior,,,
,,04/24/22,,,xx,48,20,180,5,0,0,5,3,5,,xx 48,Rugby,Sophmore,,,
,,04/24/22,,,y,49,18,75,4,1,5,5,1,2,,y 49,Rugby,Junior,,,
,,04/24/22,,,yy,50,6,90,5,1,4,2,4,1,,yy 50,Rugby,Sophmore,,,
,,04/25/22,,,a,1,7.5,45,3,4,5,3,3,2,,a 1,Baseball,Freshman,,,
,,04/25/22,,,aa,2,8,135,10,5,4,2,2,1,,aa 2,Table Tennis,Freshman,,,
,,04/25/22,,,b,3,6,105,5,5,0,2,4,5,,b 3,Basketball,Junior,,,
,,04/25/22,,,bb,4,15,75,4,0,4,4,3,3,,bb 4,Basketball,Freshman,,,
,,04/25/22,,,c,5,7.5,45,6,4,5,2,1,1,,c 5,Table Tennis,Junior,,,
,,04/25/22,,,cc,6,17,30,6,5,0,0,1,2,,cc 6,Volleyball,Senior,,,
,,04/25/22,,,d,7,10,180,10,0,0,4,5,2,,d 7,Softball,Sophmore,,,
,,04/25/22,,,dd,8,10,60,3,5,3,1,3,1,,dd 8,Badminton,Senior,,,
,,04/25/22,,,e,9,15,90,7,3,3,3,2,5,,e 9,Softball,Freshman,,,
,,04/25/22,,,ee,10,7.5,90,10,3,0,5,1,5,,ee 10,Softball,Freshman,,,
,,04/25/22,,,f,11,7,75,5,2,4,3,3,5,,f 11,Baseball,Sophmore,,,
,,04/25/22,,,ff,12,10,150,4,5,3,0,3,1,,ff 12,Track & Field,Senior,,,
,,04/25/22,,,g,13,7.5,135,4,5,0,0,2,5,,g 13,Baseball,Junior,,,
,,04/25/22,,,gg,14,10,165,8,5,1,2,2,4,,gg 14,Tennis,Junior,,,
,,04/25/22,,,h,15,19,75,6,5,4,1,5,2,,h 15,Basketball,Sophmore,,,
,,04/25/22,,,hh,16,12,120,3,4,1,4,1,5,,hh 16,Badminton,Freshman,,,
,,04/25/22,,,i,17,16,45,3,1,2,5,2,1,,i 17,Baseball,Sophmore,,,
,,04/25/22,,,ii,18,20,75,3,3,4,4,2,2,,ii 18,Rugby,Junior,,,
,,04/25/22,,,j,19,13,150,4,1,1,0,3,3,,j 19,Baseball,Freshman,,,
,,04/25/22,,,jj,20,14,90,4,4,0,1,2,5,,jj 20,Cross Country,Freshman,,,
,,04/25/22,,,k,21,10,135,10,0,2,5,1,1,,k 21,Baseball,Junior,,,
,,04/25/22,,,kk,22,9,45,4,4,0,1,1,4,,kk 22,Volleyball,Freshman,,,
,,04/25/22,,,l,23,9,120,6,3,4,4,3,5,,l 23,Tennis,Junior,,,
,,04/25/22,,,ll,24,16,135,3,5,5,5,3,1,,ll 24,Volleyball,Junior,,,
,,04/25/22,,,m,25,17,120,6,1,3,1,5,5,,m 25,Soccer,Freshman,,,
,,04/25/22,,,mm,26,14,120,6,5,4,0,2,3,,mm 26,Table Tennis,Freshman,,,
,,04/25/22,,,n,27,18,30,5,5,4,3,1,2,,n 27,Swimming,Junior,,,
,,04/25/22,,,nn,28,8,105,3,1,0,5,2,2,,nn 28,Cross Country,Sophmore,,,
,,04/25/22,,,o,29,9,165,9,4,4,2,1,4,,o 29,Volleyball,Freshman,,,
,,04/25/22,,,oo,30,10,180,10,2,3,2,2,1,,oo 30,Track & Field,Sophmore,,,
,,04/25/22,,,p,31,20,180,6,0,2,5,2,3,,p 31,Volleyball,Senior,,,
,,04/25/22,,,pp,32,17,150,7,1,5,1,5,4,,pp 32,Table Tennis,Freshman,,,
,,04/25/22,,,q,33,18,90,10,0,2,0,2,4,,q 33,Rugby,Junior,,,
,,04/25/22,,,qq,34,15,60,7,4,5,5,4,2,,qq 34,Baseball,Sophmore,,,
,,04/25/22,,,r,35,7.5,135,3,2,0,2,3,5,,r 35,Badminton,Junior,,,
,,04/25/22,,,rr,36,14,45,3,5,2,3,3,2,,rr 36,Cross Country,Freshman,,,
,,04/25/22,,,s,37,10,90,8,2,0,1,1,3,,s 37,Table Tennis,Junior,,,
,,04/25/22,,,ss,38,6,120,8,3,2,3,5,1,,ss 38,Cross Country,Junior,,,
,,04/25/22,,,t,39,7.5,135,9,5,3,2,4,5,,t 39,Swimming,Senior,,,
,,04/25/22,,,tt,40,10,150,10,3,3,4,2,5,,tt 40,Volleyball,Sophmore,,,
,,04/25/22,,,u,41,15,180,4,2,5,1,3,2,,u 41,Track & Field,Sophmore,,,
,,04/25/22,,,uu,42,8,60,4,5,2,5,2,1,,uu 42,Tennis,Senior,,,
,,04/25/22,,,v,43,9,75,8,4,1,4,1,5,,v 43,Basketball,Junior,,,
,,04/25/22,,,vv,44,15,105,8,5,0,3,2,1,,vv 44,Table Tennis,Senior,,,
,,04/25/22,,,w,45,19,135,3,3,0,0,5,1,,w 45,Softball,Senior,,,
,,04/25/22,,,ww,46,13,165,5,4,0,4,2,5,,ww 46,Softball,Sophmore,,,
,,04/25/22,,,x,47,7.5,105,6,4,4,3,1,5,,x 47,Tennis,Senior,,,
,,04/25/22,,,xx,48,10,135,4,2,0,3,5,5,,xx 48,Rugby,Sophmore,,,
,,04/25/22,,,y,49,7,45,8,2,5,1,2,3,,y 49,Rugby,Junior,,,
,,04/25/22,,,yy,50,8,120,6,1,4,4,3,3,,yy 50,Rugby,Sophmore,,,
,,04/26/22,,,a,1,10,60,8,1,3,1,3,5,,a 1,Baseball,Freshman,,,
,,04/26/22,,,aa,2,19,30,6,0,5,4,3,4,,aa 2,Table Tennis,Freshman,,,
,,04/26/22,,,b,3,8,45,9,0,2,0,3,2,,b 3,Basketball,Junior,,,
,,04/26/22,,,bb,4,6,75,6,0,2,0,5,4,,bb 4,Basketball,Freshman,,,
,,04/26/22,,,c,5,13,45,7,2,2,0,2,2,,c 5,Table Tennis,Junior,,,
,,04/26/22,,,cc,6,9,45,9,5,3,0,4,1,,cc 6,Volleyball,Senior,,,
,,04/26/22,,,d,7,6,120,5,3,1,4,1,1,,d 7,Softball,Sophmore,,,
,,04/26/22,,,dd,8,6,45,8,5,0,4,1,5,,dd 8,Badminton,Senior,,,
,,04/26/22,,,e,9,8,75,7,0,5,5,1,1,,e 9,Softball,Freshman,,,
,,04/26/22,,,ee,10,9,135,9,1,3,3,1,1,,ee 10,Softball,Freshman,,,
,,04/26/22,,,f,11,15,105,4,2,5,3,4,3,,f 11,Baseball,Sophmore,,,
,,04/26/22,,,ff,12,10,75,8,2,3,3,3,5,,ff 12,Track & Field,Senior,,,
,,04/26/22,,,g,13,7.5,135,7,4,1,0,5,5,,g 13,Baseball,Junior,,,
,,04/26/22,,,gg,14,10,180,6,5,4,1,3,4,,gg 14,Tennis,Junior,,,
,,04/26/22,,,h,15,20,75,8,4,1,0,5,2,,h 15,Basketball,Sophmore,,,
,,04/26/22,,,hh,16,19,135,7,2,4,3,1,2,,hh 16,Badminton,Freshman,,,
,,04/26/22,,,i,17,13,90,8,3,2,0,1,5,,i 17,Baseball,Sophmore,,,
,,04/26/22,,,ii,18,8,135,8,4,0,0,4,4,,ii 18,Rugby,Junior,,,
,,04/26/22,,,j,19,8,150,5,5,1,1,4,4,,j 19,Baseball,Freshman,,,
,,04/26/22,,,jj,20,16,165,3,4,1,1,3,4,,jj 20,Cross Country,Freshman,,,
,,04/26/22,,,k,21,19,180,8,3,3,4,4,1,,k 21,Baseball,Junior,,,
,,04/26/22,,,kk,22,16,60,7,4,1,4,2,5,,kk 22,Volleyball,Freshman,,,
,,04/26/22,,,l,23,7,135,8,1,0,5,4,1,,l 23,Tennis,Junior,,,
,,04/26/22,,,ll,24,20,120,8,5,2,2,4,4,,ll 24,Volleyball,Junior,,,
,,04/26/22,,,m,25,13,60,5,4,4,4,3,5,,m 25,Soccer,Freshman,,,
,,04/26/22,,,mm,26,11,165,10,1,4,0,1,2,,mm 26,Table Tennis,Freshman,,,
,,04/26/22,,,n,27,18,120,10,3,4,5,5,5,,n 27,Swimming,Junior,,,
,,04/26/22,,,nn,28,13,90,8,4,4,0,1,3,,nn 28,Cross Country,Sophmore,,,
,,04/26/22,,,o,29,10,90,3,5,2,3,2,1,,o 29,Volleyball,Freshman,,,
,,04/26/22,,,oo,30,15,150,4,3,1,3,5,4,,oo 30,Track & Field,Sophmore,,,
,,04/26/22,,,p,31,11,30,6,3,1,0,4,2,,p 31,Volleyball,Senior,,,
,,04/26/22,,,pp,32,6,30,8,5,0,1,3,3,,pp 32,Table Tennis,Freshman,,,
,,04/26/22,,,q,33,7.5,105,7,3,1,5,4,4,,q 33,Rugby,Junior,,,
,,04/26/22,,,qq,34,19,75,9,1,0,2,3,3,,qq 34,Baseball,Sophmore,,,
,,04/26/22,,,r,35,7,165,10,5,3,1,2,2,,r 35,Badminton,Junior,,,
,,04/26/22,,,rr,36,12,165,6,0,2,2,4,4,,rr 36,Cross Country,Freshman,,,
,,04/26/22,,,s,37,20,90,3,5,0,2,3,2,,s 37,Table Tennis,Junior,,,
,,04/26/22,,,ss,38,19,30,6,4,3,0,5,4,,ss 38,Cross Country,Junior,,,
,,04/26/22,,,t,39,16,165,8,4,4,3,1,5,,t 39,Swimming,Senior,,,
,,04/26/22,,,tt,40,13,105,7,4,3,5,5,4,,tt 40,Volleyball,Sophmore,,,
,,04/26/22,,,u,41,7.5,105,4,1,4,1,4,1,,u 41,Track & Field,Sophmore,,,
,,04/26/22,,,uu,42,9,45,8,1,5,0,5,2,,uu 42,Tennis,Senior,,,
,,04/26/22,,,v,43,13,120,9,2,0,2,4,5,,v 43,Basketball,Junior,,,
,,04/26/22,,,vv,44,18,75,3,4,0,1,4,2,,vv 44,Table Tennis,Senior,,,
,,04/26/22,,,w,45,10,120,5,2,2,0,4,1,,w 45,Softball,Senior,,,
,,04/26/22,,,ww,46,15,60,7,0,5,3,4,4,,ww 46,Softball,Sophmore,,,
,,04/26/22,,,x,47,6,60,10,5,5,2,4,4,,x 47,Tennis,Senior,,,
,,04/26/22,,,xx,48,7.5,135,9,0,2,2,1,1,,xx 48,Rugby,Sophmore,,,
,,04/26/22,,,y,49,14,45,3,4,4,0,5,5,,y 49,Rugby,Junior,,,
,,04/26/22,,,yy,50,14,30,5,5,0,0,2,2,,yy 50,Rugby,Sophmore,,,
,,04/27/22,,,a,1,6,135,9,2,5,5,4,2,,a 1,Baseball,Freshman,,,
,,04/27/22,,,aa,2,13,30,5,2,5,1,2,2,,aa 2,Table Tennis,Freshman,,,
,,04/27/22,,,b,3,13,180,5,5,4,4,5,2,,b 3,Basketball,Junior,,,
,,04/27/22,,,bb,4,9,60,6,2,1,3,3,1,,bb 4,Basketball,Freshman,,,
,,04/27/22,,,c,5,7,30,3,3,4,5,5,1,,c 5,Table Tennis,Junior,,,
,,04/27/22,,,cc,6,13,60,8,1,4,1,1,3,,cc 6,Volleyball,Senior,,,
,,04/27/22,,,d,7,7.5,180,9,2,0,2,2,5,,d 7,Softball,Sophmore,,,
,,04/27/22,,,dd,8,18,135,7,4,2,0,2,1,,dd 8,Badminton,Senior,,,
,,04/27/22,,,e,9,15,75,3,5,2,2,2,1,,e 9,Softball,Freshman,,,
,,04/27/22,,,ee,10,17,105,10,4,3,1,3,3,,ee 10,Softball,Freshman,,,
,,04/27/22,,,f,11,20,150,7,4,1,2,1,4,,f 11,Baseball,Sophmore,,,
,,04/27/22,,,ff,12,20,135,3,2,5,1,4,4,,ff 12,Track & Field,Senior,,,
,,04/27/22,,,g,13,9,45,4,4,3,2,3,5,,g 13,Baseball,Junior,,,
,,04/27/22,,,gg,14,20,120,3,2,5,4,3,5,,gg 14,Tennis,Junior,,,
,,04/27/22,,,h,15,9,105,10,4,1,2,2,5,,h 15,Basketball,Sophmore,,,
,,04/27/22,,,hh,16,6,180,7,2,1,2,2,5,,hh 16,Badminton,Freshman,,,
,,04/27/22,,,i,17,7.5,30,10,0,4,1,4,1,,i 17,Baseball,Sophmore,,,
,,04/27/22,,,ii,18,18,105,5,0,1,3,3,5,,ii 18,Rugby,Junior,,,
,,04/27/22,,,j,19,7.5,75,5,0,5,4,3,1,,j 19,Baseball,Freshman,,,
,,04/27/22,,,jj,20,8,150,5,1,3,3,5,4,,jj 20,Cross Country,Freshman,,,
,,04/27/22,,,k,21,17,75,3,1,4,0,3,2,,k 21,Baseball,Junior,,,
,,04/27/22,,,kk,22,19,60,7,5,5,1,4,2,,kk 22,Volleyball,Freshman,,,
,,04/27/22,,,l,23,8,105,10,4,3,3,2,2,,l 23,Tennis,Junior,,,
,,04/27/22,,,ll,24,8,135,9,5,4,2,1,2,,ll 24,Volleyball,Junior,,,
,,04/27/22,,,m,25,14,75,6,2,1,2,4,5,,m 25,Soccer,Freshman,,,
,,04/27/22,,,mm,26,16,135,6,4,0,3,4,3,,mm 26,Table Tennis,Freshman,,,
,,04/27/22,,,n,27,9,60,6,5,2,4,1,3,,n 27,Swimming,Junior,,,
,,04/27/22,,,nn,28,14,120,6,4,2,4,2,4,,nn 28,Cross Country,Sophmore,,,
,,04/27/22,,,o,29,20,135,7,4,2,2,5,3,,o 29,Volleyball,Freshman,,,
,,04/27/22,,,oo,30,9,45,9,3,4,1,2,4,,oo 30,Track & Field,Sophmore,,,
,,04/27/22,,,p,31,12,30,5,1,1,5,5,3,,p 31,Volleyball,Senior,,,
,,04/27/22,,,pp,32,18,45,3,3,0,4,5,4,,pp 32,Table Tennis,Freshman,,,
,,04/27/22,,,q,33,20,105,6,1,2,5,2,5,,q 33,Rugby,Junior,,,
,,04/27/22,,,qq,34,12,135,10,3,3,0,5,3,,qq 34,Baseball,Sophmore,,,
,,04/27/22,,,r,35,12,75,4,3,3,1,5,1,,r 35,Badminton,Junior,,,
,,04/27/22,,,rr,36,18,135,7,2,5,4,3,2,,rr 36,Cross Country,Freshman,,,
,,04/27/22,,,s,37,8,120,5,0,0,3,2,2,,s 37,Table Tennis,Junior,,,
,,04/27/22,,,ss,38,12,45,5,1,2,3,4,1,,ss 38,Cross Country,Junior,,,
,,04/27/22,,,t,39,7.5,30,8,4,5,3,3,2,,t 39,Swimming,Senior,,,
,,04/27/22,,,tt,40,9,30,4,0,0,1,5,3,,tt 40,Volleyball,Sophmore,,,
,,04/27/22,,,u,41,13,105,10,3,5,3,4,4,,u 41,Track & Field,Sophmore,,,
,,04/27/22,,,uu,42,7.5,90,9,4,1,1,4,2,,uu 42,Tennis,Senior,,,
,,04/27/22,,,v,43,11,150,8,1,5,4,3,3,,v 43,Basketball,Junior,,,
,,04/27/22,,,vv,44,8,90,3,0,2,0,4,1,,vv 44,Table Tennis,Senior,,,
,,04/27/22,,,w,45,15,105,10,0,0,4,3,1,,w 45,Softball,Senior,,,
,,04/27/22,,,ww,46,16,90,9,5,3,4,4,5,,ww 46,Softball,Sophmore,,,
,,04/27/22,,,x,47,10,165,4,4,1,5,3,1,,x 47,Tennis,Senior,,,
,,04/27/22,,,xx,48,20,45,3,0,0,3,2,3,,xx 48,Rugby,Sophmore,,,
,,04/27/22,,,y,49,13,75,4,4,4,0,3,2,,y 49,Rugby,Junior,,,
,,04/27/22,,,yy,50,19,120,3,3,2,4,5,1,,yy 50,Rugby,Sophmore,,,
,,04/28/22,,,a,1,7,90,4,1,2,0,1,2,,a 1,Baseball,Freshman,,,
,,04/28/22,,,aa,2,13,30,8,3,3,0,3,1,,aa 2,Table Tennis,Freshman,,,
,,04/28/22,,,b,3,7.5,180,10,3,0,0,3,1,,b 3,Basketball,Junior,,,
,,04/28/22,,,bb,4,7.5,150,4,4,1,3,4,3,,bb 4,Basketball,Freshman,,,
,,04/28/22,,,c,5,15,30,9,1,5,0,5,3,,c 5,Table Tennis,Junior,,,
,,04/28/22,,,cc,6,7.5,45,3,3,1,5,1,1,,cc 6,Volleyball,Senior,,,
,,04/28/22,,,d,7,8,30,5,2,0,3,1,4,,d 7,Softball,Sophmore,,,
,,04/28/22,,,dd,8,8,135,6,4,3,4,4,1,,dd 8,Badminton,Senior,,,
,,04/28/22,,,e,9,20,135,3,4,4,5,5,1,,e 9,Softball,Freshman,,,
,,04/28/22,,,ee,10,20,165,7,3,2,4,5,1,,ee 10,Softball,Freshman,,,
,,04/28/22,,,f,11,8,180,6,0,2,1,4,3,,f 11,Baseball,Sophmore,,,
,,04/28/22,,,ff,12,16,135,4,2,3,0,4,1,,ff 12,Track & Field,Senior,,,
,,04/28/22,,,g,13,15,105,5,4,4,4,5,5,,g 13,Baseball,Junior,,,
,,04/28/22,,,gg,14,16,60,4,5,2,5,5,5,,gg 14,Tennis,Junior,,,
,,04/28/22,,,h,15,11,165,3,4,1,3,3,4,,h 15,Basketball,Sophmore,,,
,,04/28/22,,,hh,16,6,135,3,5,0,2,2,1,,hh 16,Badminton,Freshman,,,
,,04/28/22,,,i,17,16,165,4,4,3,1,1,2,,i 17,Baseball,Sophmore,,,
,,04/28/22,,,ii,18,9,120,3,3,5,2,3,1,,ii 18,Rugby,Junior,,,
,,04/28/22,,,j,19,6,60,9,4,1,1,3,1,,j 19,Baseball,Freshman,,,
,,04/28/22,,,jj,20,15,90,3,3,0,4,2,3,,jj 20,Cross Country,Freshman,,,
,,04/28/22,,,k,21,15,120,9,1,4,0,1,4,,k 21,Baseball,Junior,,,
,,04/28/22,,,kk,22,20,90,9,5,3,2,3,1,,kk 22,Volleyball,Freshman,,,
,,04/28/22,,,l,23,6,90,5,2,0,0,3,5,,l 23,Tennis,Junior,,,
,,04/28/22,,,ll,24,13,30,5,4,4,4,4,3,,ll 24,Volleyball,Junior,,,
,,04/28/22,,,m,25,6,135,6,0,2,2,1,5,,m 25,Soccer,Freshman,,,
,,04/28/22,,,mm,26,18,180,5,1,4,5,1,3,,mm 26,Table Tennis,Freshman,,,
,,04/28/22,,,n,27,8,135,7,4,0,1,3,3,,n 27,Swimming,Junior,,,
,,04/28/22,,,nn,28,7.5,45,6,5,1,0,2,5,,nn 28,Cross Country,Sophmore,,,
,,04/28/22,,,o,29,13,180,6,3,1,1,4,4,,o 29,Volleyball,Freshman,,,
,,04/28/22,,,oo,30,17,105,8,5,3,5,1,2,,oo 30,Track & Field,Sophmore,,,
,,04/28/22,,,p,31,8,135,7,3,1,2,3,4,,p 31,Volleyball,Senior,,,
,,04/28/22,,,pp,32,10,30,5,5,0,5,2,3,,pp 32,Table Tennis,Freshman,,,
,,04/28/22,,,q,33,16,90,6,1,2,1,4,4,,q 33,Rugby,Junior,,,
,,04/28/22,,,qq,34,20,150,9,0,0,0,1,4,,qq 34,Baseball,Sophmore,,,
,,04/28/22,,,r,35,8,75,8,4,4,3,5,5,,r 35,Badminton,Junior,,,
,,04/28/22,,,rr,36,12,165,3,3,1,3,2,2,,rr 36,Cross Country,Freshman,,,
,,04/28/22,,,s,37,11,75,4,3,1,0,3,1,,s 37,Table Tennis,Junior,,,
,,04/28/22,,,ss,38,11,75,4,1,2,4,5,3,,ss 38,Cross Country,Junior,,,
,,04/28/22,,,t,39,19,135,10,1,2,4,4,3,,t 39,Swimming,Senior,,,
,,04/28/22,,,tt,40,16,180,3,4,1,2,5,3,,tt 40,Volleyball,Sophmore,,,
,,04/28/22,,,u,41,16,135,8,1,4,2,1,1,,u 41,Track & Field,Sophmore,,,
,,04/28/22,,,uu,42,9,105,3,3,5,3,3,3,,uu 42,Tennis,Senior,,,
,,04/28/22,,,v,43,13,120,9,2,3,2,2,2,,v 43,Basketball,Junior,,,
,,04/28/22,,,vv,44,13,60,6,2,2,5,4,2,,vv 44,Table Tennis,Senior,,,
,,04/28/22,,,w,45,14,165,4,1,0,0,5,4,,w 45,Softball,Senior,,,
,,04/28/22,,,ww,46,18,180,3,3,0,4,4,2,,ww 46,Softball,Sophmore,,,
,,04/28/22,,,x,47,11,165,3,1,0,1,5,1,,x 47,Tennis,Senior,,,
,,04/28/22,,,xx,48,20,105,8,5,2,5,2,3,,xx 48,Rugby,Sophmore,,,
,,04/28/22,,,y,49,7.5,105,6,1,5,4,4,4,,y 49,Rugby,Junior,,,
,,04/28/22,,,yy,50,9,105,3,1,2,0,5,1,,yy 50,Rugby,Sophmore,,,
